Word	Occurrences	Reference
momae               	1	HEB 10:18
momaeava            	4
momaeavai           	5
momaeavale          	1	2CO 12:6
momaeavalive        	4
momaeavalivelu      	2
momaeavalu          	5
momaeavave          	1	EPH 4:32
momaeave            	2
momaeavelivelu      	1	HEB 6:10
momaeavelu          	1	ROM 11:1
momagelive          	1	HEB 13:7
momahamage          	1	ROM 1:21
momai               	224
Momai               	40
momaimainKOSIVE     	1	MAT 4:7
momalu              	1	MRK 8:17
momau               	2
momoe               	2
momolu              	7
momoluta            	1	LUK 13:8
momoluve            	1	REV 17:16
mon                 	2
moni                	198
Moni                	5
moniabe             	8
moniabeta           	1	MRK 11:15
monibe              	1	MRK 10:46
monie               	2
moniesite           	1	REV 13:16
monila              	3
monile              	4
monilu              	9
monimoeaga          	1	MRK 4:19
monita              	8
monitalu            	1	ACT 20:33
monite              	1	REV 13:16
moniu               	12
monive              	4
monogigia           	1	MAT 22:13
monogigiai          	6
monogigialu         	1	ACT 7:54
monole              	1	LUK 6:29
Mosese              	1	JUD 1:9
Moseseu             	2
motu                	2
Moueseseu           	1	ROM 10:5
Moueseu             	1	HEB 9:21
mouke               	8
Mouke               	1	2TI 1:3
Mousese             	56
MOUSESE             	2
mousese             	1	REV 15:3
Mousesele           	1	2CO 3:7
Mouseseti           	2
Mouseseu            	90
MOUSESEu            	1	LUK 16:31
mouseseu            	1	2CO 3:15
Mousseu             	1	HEB 11:24
muale               	1	2CO 12:10
mudikavai           	1	ROM 13:9
mudikavei           	3
mugagei             	1	MRK 10:16
mugai               	2
mugumuguai          	1	LUK 12:3
mugumuguava         	1	LUK 12:3
mukota              	1	ACT 19:12
mukukuai            	1	MAT 13:42
mulamula            	3
mulimuli            	12
Mulimuli            	1	1PE 2:12
mulimulia           	1	1CO 6:1
munana              	214
MUNANA              	2
Munana              	37
munanabeu           	1	ACT 5:15
munanaea            	4
munanaeabe          	1	ACT 23:8
munanaeali          	1	PHM 1:25
munanala            	5
munanan             	1	MRK 6:7
munanata            	1	HEB 12:23
munanate            	1	2CO 11:4
munanateti          	1	PHP 4:23
munanatuvu          	2
munanau             	137
Munanau             	19
MUNANAU             	1	REV 2:11
munanave            	16
Munanave            	1	2CO 3:18
munanavela          	1	ACT 12:15
munanavetuvu        	1	MRK 2:8
munanaveu           	4
munnana             	1	MRK 3:29
mutie               	1	HEB 12:18
mutuage             	1	2CO 11:25
mutualu             	2
na                  	5
naa                 	5
naba                	21
nabaa               	1	REV 16:17
nabave              	1	MAT 10:30
NABUTALAI           	2
naege               	1	REV 19:17
naete               	1	JHN 20:12
Nagai               	2
nage                	6
Nahoa               	2
Nahumi              	2
nai                 	69
Nai                 	1	LUK 10:31
NAI                 	1	REV 2:11
Naidasie            	1	ACT 27:7
naige               	3
naigei              	1	LUK 21:37
Naikana             	1	ACT 6:5
naile               	1	MAT 18:8
nailgelu            	1	REV 13:5
nainaole            	6
naini               	7
Naini               	1	LUK 7:11
nainiti             	4
nainoe              	2
naisege             	1	REV 8:8
naiuale             	1	MRK 5:40
naiva               	7
naivale             	2
naive               	2
nala                	1	REV 21:11
nalau               	2
nalaukealu          	1	MAT 9:24
nalavale            	1	LUK 20:10
NALAVALE            	1	REV 2:8
nale                	3
Nale                	1	REV 19:3
nalelau             	1	JHN 11:13
nalevai             	1	MAT 16:25
nalevalu            	1	1PE 2:8
nalevaluaga         	1	1PE 2:8
nalia               	5
naliai              	15
naliale             	3
nalialele           	1	JHN 15:10
nalialivelu         	1	HEB 2:5
nalialu             	2
naliava             	3
naliavai            	1	ACT 12:4
naliavale           	56
naliavalea          	1	LUK 22:2
naliavalelu         	1	JHN 12:6
naliavalu           	1	ACT 18:12
naliave             	4
naliavivale         	1	HEB 7:13
nalie               	1	JHN 12:47
nalieve             	3
nalievei            	7
nalievelu           	1	HEB 2:7
nalievevaga         	1	1CO 15:25
nalievevale         	2
nalievevalelu       	1	1PE 5:3
nalige              	7
naligeale           	1	REV 3:7
naligeei            	1	HEB 3:5
naligei             	14
naligeive           	1	HEB 7:28
naligelivelu        	1	ACT 7:35
naligeloho          	1	ACT 13:36
naligelu            	5
naligeva            	6
naligevale          	7
naligeveve          	1	ACT 13:20
nalisi              	3
naliu               	4
nalivale            	2
nalive              	4
nalivelu            	2
naloho              	3
nalta               	1	REV 2:26
nalu                	9
naluaga             	1	JHN 11:12
namala              	2
namba               	2
Namba               	1	REV 13:18
nambavetage         	1	REV 13:17
nana                	1	HEB 2:17
nanasite            	1	MRK 7:37
nanate              	1	JHN 3:12
nanave              	1	LUK 10:15
nania               	2
nanikosi            	2
nanole              	1	2TH 1:5
Nanou               	1	2PE 3:11
nao                 	9
naoage              	1	ACT 9:12
naoai               	4
naoale              	3
naoasege            	1	ACT 2:17
naoeabe             	1	1TI 6:2
naoisege            	1	ACT 16:9
naola               	1	ACT 12:9
naole               	7
naou                	3
Naove               	1	MAT 18:34
naove               	1	MAT 24:47
naovela             	1	MAT 24:50
Naoveu              	1	MAT 24:51
naoveu              	2
naovole             	1	ACT 10:10
Nasaleta            	23
nasaleta            	1	MAT 4:13
Nasaletae           	6
Nasege              	1	LUK 8:23
nasege              	3
nasoni              	1	MAT 1:4
Nasoni              	3
nasonivaevalu       	1	MAT 1:4
Natalai             	1	REV 7:6
Natani              	2
Natanieleu          	2
Natanielo           	3
Natanielou          	1	JHN 1:47
nau                 	1	MAT 24:32
naugeito            	1	REV 17:12
naule               	1	MAT 27:19
nava                	7
navaevelu           	3
navaevivale         	1	ACT 15:20
navage              	2
navagei             	3
navageve            	1	1CO 7:3
navai               	63
NAVAI               	1	REV 2:11
navaito             	1	ACT 10:24
navale              	4
navalive            	1	COL 3:5
navalivelu          	4
navalu              	9
navasege            	3
navatilu            	2
navava              	1	3JN 1:5
navavale            	1	EPH 5:14
navave              	4
navaveve            	1	LUK 2:7
navaviva            	1	MRK 9:47
navele              	1	JHN 18:11
naveve              	1	LUK 9:58
navisege            	1	LUK 12:3
navivale            	4
ne                  	1	2TI 2:2
Neimeni             	1	LUK 4:27
neina               	3
neiviu              	1	MAT 5:29
nekovai             	1	2CO 8:22
Neleasi             	1	ROM 16:15
Neli                	2
nema                	1	2TH 2:1
neme                	6
Neme                	2
nemele              	1	ROM 3:13
nemeta              	1	JAS 3:10
nemeu               	1	LUK 16:24
nemeve              	1	MRK 7:35
nemeveke            	1	MRK 7:33
nemu                	1	JAS 3:5
nen                 	2
neni                	200
nenia               	162
Nenia               	1	MRK 13:22
neniaba             	1	MAT 7:21
neniabeta           	1	JHN 6:7
neniaevei           	1	1CO 16:13
neniage             	4
neniagisi           	1	MAT 23:37
neniai              	73
neniake             	1	MRK 6:42
nenialai            	1	ROM 8:32
neniale             	44
nenialelu           	1	MAT 25:21
neniali             	1	ACT 16:33
nenialivelu         	8
nenialu             	5
neniava             	7
neniavage           	2
neniavai            	7
neniavalu           	2
neniavave           	8
neniave             	10
neniavege           	1	1TI 5:16
neniavei            	6
neniaveluaga        	1	2JN 1:8
neniaveve           	10
nenie               	34
neniesolige         	1	MAT 26:60
nenike              	1	2CO 8:15
nenikele            	1	2PE 3:3
nenila              	6
nenilai             	4
nenilaiga           	2
nenilau             	5
nenile              	32
nenilega            	2
nenilete            	1	2TH 3:4
nenilu              	1	MRK 11:24
nenita              	17
nenitale            	1	MRK 2:4
nenitilu            	1	MAT 9:22
neniu               	13
neniule             	3
nenive              	66
nenivela            	8
nenivelakeu         	1	MAT 10:25
neu                 	2
nevivela            	1	REV 16:17
ni                  	121
NI                  	1	REV 2:10
nia                 	6
niabe               	13
niabebai            	1	MAT 9:29
niabele             	6
niabelu             	1	JHN 12:36
niabeta             	1	LUK 24:43
niabetaau           	1	MAT 27:24
niabeu              	3
Niabolosie          	1	ACT 16:11
niadi               	1	2TI 2:2
niage               	1	MRK 8:25
niagei              	1	MAT 23:6
niai                	60
Niai                	1	MRK 14:38
niale               	6
nialu               	8
niasege             	3
niaso               	1	LUK 18:42
niavaga             	1	LUK 13:7
niave               	2
niavevela           	1	REV 5:11
nibai               	1	2PE 2:14
nibedage            	1	EPH 6:14
nibedai             	3
nibedalivelu        	1	MRK 8:4
nibi                	1	2PE 3:17
nibidua             	1	2TI 1:14
nibieve             	1	2PE 2:11
nibievei            	1	2PE 2:9
nibigeva            	1	ACT 3:12
nibigevale          	1	REV 9:11
nibisis             	1	MAT 18:34
nibivale            	1	MAT 9:36
nibuniavei          	1	MAT 25:46
Nicolaitans         	1	REV 2:6
nidulu              	1	LUK 18:25
nie                 	5
nii                 	95
Nii                 	4
niiu                	4
niive               	1	MAT 17:2
nikai               	1	1CO 10:7
nikelote            	4
nikelotea           	1	MAT 9:27
nikelotekea         	1	MAT 9:28
nikeu               	1	MRK 14:1
NIKOBOLISI          	1	TIT 3:12
Nikodemasi          	3
Nikodemasiu         	2
nikolaitenisi       	1	REV 2:15
Nikolaitenisia      	1	REV 2:6
Nikolasi            	2
nikovai             	46
nikovaive           	1	MRK 13:34
nikovege            	1	JHN 21:16
nikovei             	1	ROM 9:23
nikoveloho          	1	LUK 17:7
nikoveva            	1	HEB 10:21
nila                	32
nile                	229
nilovai             	2
nilu                	5
nimabege            	1	MAT 25:21
nimabegei           	1	REV 1:6
nimabesi            	1	MRK 3:21
nimabi              	1	REV 17:12
nimabige            	3
nimabigeale         	1	HEB 2:10
nimabigei           	21
nimabigelu          	1	ROM 12:8
nimabigeva          	2
nimabigevale        	2
nimabigeve          	1	1PE 5:2
nimabigie           	1	REV 11:15
nimabisi            	14
nimabiva            	1	ROM 7:25
nimabivale          	1	MAT 27:41
nimbigei            	1	1PE 3:12
Nimetavaeabe        	1	REV 7:17
nine                	2
Nineva              	1	MAT 12:41
ninia               	2
niniai              	1	2TI 3:5
Ninive              	2
nioe                	1	LUK 5:3
niole               	2
niovai              	1	MRK 14:47
Niseleai            	1	LUK 19:37
nita                	46
Nita                	1	REV 4:8
nitaga              	1	MAT 10:29
nitale              	2
nitalega            	1	COL 3:23
nite                	5
nitela              	2
nitele              	5
niteta              	10
niu                 	82
Niu                 	1	HEB 10:37
niubai              	2
niule               	3
niuu                	2
Nivasi              	1	COL 4:15
nive                	23
nivele              	35
niveta              	2
niveu               	9
nivole              	3
nivolea             	1	ACT 1:6
nivoleta            	1	ACT 4:30
nivolete            	4
nivoletele          	15
nneni               	1	REV 1:19
noa                 	1	MAT 24:37
Noa                 	6
NOA                 	1	1PE 3:19
Noau                	4
NOAU                	1	LUK 17:26
NOAu                	1	LUK 17:27
nobo                	1	REV 18:13
noe                 	1	JHN 20:12
nogoli              	1	EPH 5:19
nogolio             	1	REV 5:9
nohoma              	16
Nohoma              	1	MAT 18:7
nohomalu            	1	MRK 14:5
nohomau             	1	JHN 19:17
nohovu              	40
Nohovu              	2
NOHOVU              	1	REV 22:21
nohovuia            	4
nohovuiale          	1	MAT 13:50
nohovula            	1	1CO 15:19
noinoi              	1	HEB 3:19
noinoia             	3
noinoiai            	2
noinoialuaga        	1	LUK 11:2
noinoiavale         	1	REV 5:8
nona                	609
Nona                	15
nonaavale           	1	MAT 15:19
nonabe              	14
nonabeu             	1	MRK 14:60
nonae               	1	2TI 2:23
nonaeabe            	13
nonaeabeke          	1	MRK 5:36
